name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"ViewSonic VA2232WM-LED 22.0"" 1680 x 1050 Monitor",2.5,,"22""",1680 x 1050,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=ViewSonic+VA2232WM-LED+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo LS2421p 23.6"" 1920 x 1080 Monitor",,,"23.6""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Lenovo+LS2421p+23.6%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo LT2452p 24.0"" 1920 x 1200 Monitor",5.0,,"24""",1920 x 1200,N/A,7 ms,IPS,16:10,https://www.amazon.com/s?k=Lenovo+LT2452p+24.0%22+1920+x+1200+Monitor&tag=bgfg-pc-builder-us-20
"Planar PL1900 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=Planar+PL1900+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED185W2R-8N 18.5"" 1366 x 768 75 Hz Monitor",,,"18.5""",1366 x 768,75 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED185W2R-8N+18.5%22+1366+x+768+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"NEC EA223WM-BK 22.0"" 1680 x 1050 Monitor",,,"22""",1680 x 1050,N/A,5 ms,TN,16:10,https://www.amazon.com/s?k=NEC+EA223WM-BK+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED236W3R-8N 24.0"" 1920 x 1080 75 Hz Monitor",,,"24""",1920 x 1080,75 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED236W3R-8N+24.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo LT2252p 22.0"" 1680 x 1050 60 Hz Monitor",,,"22""",1680 x 1050,60 Hz,5 ms,N/A,16:10,https://www.amazon.com/s?k=Lenovo+LT2252p+22.0%22+1680+x+1050+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED215W2R-8N 21.5"" 1920 x 1080 75 Hz Monitor",,,"21.5""",1920 x 1080,75 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED215W2R-8N+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"DoubleSight DS-1900S-R 19.0"" 1280 x 1024 60 Hz Monitor",,,"19""",1280 x 1024,60 Hz,8 ms,N/A,5:4,https://www.amazon.com/s?k=DoubleSight+DS-1900S-R+19.0%22+1280+x+1024+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"NEC LCD175M-BK 17.0"" 1280 x 1024 Monitor",,,"17""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=NEC+LCD175M-BK+17.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"Asus VG23AH 23.0"" 1920 x 1080 Monitor",4.2,,"23""",1920 x 1080,N/A,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+VG23AH+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Planar PLL1910W 18.5"" 1366 x 768 60 Hz Monitor",,,"18.5""",1366 x 768,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=Planar+PLL1910W+18.5%22+1366+x+768+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"NEC ASLCD93VX-BK 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=NEC+ASLCD93VX-BK+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"NEC LCD2090UXi-1 20.1"" 1600 x 1200 Monitor",,$843.28,"20.1""",1600 x 1200,N/A,16 ms,IPS,4:3,https://www.amazon.com/dp/B003CNXJ0U?tag=bgfg-pc-builder-us-20
"NEC ASLCD194WXM-BK 19.0"" 1440 x 900 Monitor",3.0,,"19""",1440 x 900,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=NEC+ASLCD194WXM-BK+19.0%22+1440+x+900+Monitor&tag=bgfg-pc-builder-us-20
"Eizo SX2762W-BK 27.0"" 2560 x 1440 Monitor",,,"27""",2560 x 1440,N/A,6 ms,IPS,16:9,https://www.amazon.com/s?k=Eizo+SX2762W-BK+27.0%22+2560+x+1440+Monitor&tag=bgfg-pc-builder-us-20
"NEC LCD2490WUXi-BK-SV 24.1"" 1920 x 1200 Monitor",,,"24.1""",1920 x 1200,N/A,16 ms,N/A,16:10,https://www.amazon.com/s?k=NEC+LCD2490WUXi-BK-SV+24.1%22+1920+x+1200+Monitor&tag=bgfg-pc-builder-us-20
"NEC LCD175VXM+BK 17.0"" 1280 x 1024 Monitor",,,"17""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=NEC+LCD175VXM%2BBK+17.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"NEC P232W-BK-SV 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,8 ms,IPS,16:9,https://www.amazon.com/s?k=NEC+P232W-BK-SV+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer G245Hbmid 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+G245Hbmid+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"NEC P232W-BK 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,8 ms,IPS,16:9,https://www.amazon.com/s?k=NEC+P232W-BK+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VG730M 17.0"" 1280 x 1024 Monitor",,,"17""",1280 x 1024,N/A,8 ms,N/A,5:4,https://www.amazon.com/s?k=ViewSonic+VG730M+17.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VA926 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=ViewSonic+VA926+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"NEC EA222WMe-BK 22.0"" 1680 x 1050 Monitor",,,"22""",1680 x 1050,N/A,5 ms,TN,16:10,https://www.amazon.com/s?k=NEC+EA222WMe-BK+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VP2655wb 26.0"" 1920 x 1200 Monitor",,,"26""",1920 x 1200,N/A,N/A,IPS,16:10,https://www.amazon.com/s?k=ViewSonic+VP2655wb+26.0%22+1920+x+1200+Monitor&tag=bgfg-pc-builder-us-20
"HP LE2002xi 20.0"" 1600 x 900 60 Hz Monitor",,,"20""",1600 x 900,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=HP+LE2002xi+20.0%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP ZR2740w 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,12 ms,IPS,16:9,https://www.amazon.com/s?k=HP+ZR2740w+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG EW234T-PN 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=LG+EW234T-PN+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Planar PL1910M 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=Planar+PL1910M+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"HP L2311c 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=HP+L2311c+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Eizo SX2462W-BK 24.1"" 1920 x 1200 Monitor",,,"24.1""",1920 x 1200,N/A,5 ms,IPS,16:10,https://www.amazon.com/s?k=Eizo+SX2462W-BK+24.1%22+1920+x+1200+Monitor&tag=bgfg-pc-builder-us-20
"Eizo CG223W-BK 22.0"" 1680 x 1050 Monitor",,,"22""",1680 x 1050,N/A,6 ms,N/A,16:10,https://www.amazon.com/s?k=Eizo+CG223W-BK+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"Eizo S1921XSH-BK 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,20 ms,N/A,5:4,https://www.amazon.com/s?k=Eizo+S1921XSH-BK+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"LG M2452D-PU 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=LG+M2452D-PU+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"NEC P241W-BK-SV 24.0"" 1920 x 1200 85 Hz Monitor",,,"24""",1920 x 1200,85 Hz,8 ms,IPS,16:10,https://www.amazon.com/s?k=NEC+P241W-BK-SV+24.0%22+1920+x+1200+85+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP LE2202x LL649AA#ABA) 21.5"" 1920 x 1080 60 Hz Monitor",,,"21.5""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=HP+LE2202x+LL649AA%23ABA%29+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2460h-LED 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VX2460h-LED+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED185W1-8N 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED185W1-8N+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED215W2-8N 21.5"" 1920 x 1080 Monitor",,,"21.5""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED215W2-8N+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V183HV Ab 18.5"" 1366 x 768 60 Hz Monitor",,,"18.5""",1366 x 768,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+V183HV+Ab+18.5%22+1366+x+768+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"V7 D22W12A-N6 22.0"" 1680 x 1050 76 Hz Monitor",,,"22""",1680 x 1050,76 Hz,5 ms,N/A,16:10,https://www.amazon.com/s?k=V7+D22W12A-N6+22.0%22+1680+x+1050+76+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Planar 997-6501-00 22.0"" 1920 x 1080 60 Hz Monitor",,,"22""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=Planar+997-6501-00+22.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Planar 997-6473-00 21.5"" 1600 x 900 60 Hz Monitor",,,"21.5""",1600 x 900,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=Planar+997-6473-00+21.5%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer G276HLDbmid 27.0"" 1920 x 1080 60 Hz Monitor",5.0,,"27""",1920 x 1080,60 Hz,6 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+G276HLDbmid+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VG2439M-LED 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VG2439M-LED+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V173 DJObm 17.0"" 1280 x 1024 75 Hz Monitor",,,"17""",1280 x 1024,75 Hz,5 ms,N/A,5:4,https://www.amazon.com/s?k=Acer+V173+DJObm+17.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V173 DJObd 17.0"" 1280 x 1024 75 Hz Monitor",,,"17""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Acer+V173+DJObd+17.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VG2239M-TAA 22.0"" 1920 x 1080 Monitor",,,"22""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VG2239M-TAA+22.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S19B220B 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S19B220B+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"HP A9S75A8#ABA 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=HP+A9S75A8%23ABA+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S19B220NW 19.0"" 1440 x 900 Monitor",3.0,,"19""",1440 x 900,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Samsung+S19B220NW+19.0%22+1440+x+900+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S19B420M 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S19B420M+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"HP 1912nm 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=HP+1912nm+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S19B420B 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S19B420B+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED236W3R-HDMI 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED236W3R-HDMI+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VA705-LED 17.0"" 1280 x 1024 Monitor",,,"17""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=ViewSonic+VA705-LED+17.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"LG N2311AZ-BF 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,14 ms,IPS,16:9,https://www.amazon.com/s?k=LG+N2311AZ-BF+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V173DJOb 17.0"" 1280 x 1024 75 Hz Monitor",,,"17""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Acer+V173DJOb+17.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung LF19PPBCB/ZA 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=Samsung+LF19PPBCB%2FZA+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"AOC E2243FWSK 22.0"" 1920 x 1080 60 Hz Monitor",,,"22""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=AOC+E2243FWSK+22.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED215W2R-DVI 21.5"" 1920 x 1080 Monitor",,,"21.5""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED215W2R-DVI+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"AOC E2343FSK 23.0"" 1920 x 1080 60 Hz Monitor",,,"23""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=AOC+E2343FSK+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"V7 LED215W2R-SPEAKERS 21.5"" 1920 x 1080 Monitor",,,"21.5""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=V7+LED215W2R-SPEAKERS+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Asus VB178T 17.0"" 1280 x 1024 Monitor",,,"17""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=Asus+VB178T+17.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"Acer G206HLBbd 20.0"" 1600 x 900 60 Hz Monitor",4.8,,"20""",1600 x 900,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+G206HLBbd+20.0%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S22A450BW 22.0"" 1680 x 1050 Monitor",3.0,,"22""",1680 x 1050,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Samsung+S22A450BW+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"HP C0H31A8#ABA 23.0"" 1920 x 1080 60 Hz Monitor",,,"23""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=HP+C0H31A8%23ABA+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Zalman MZ215ED 21.5"" 1920 x 1080 Monitor",,,"21.5""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Zalman+MZ215ED+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2370Smh-LED 23.0"" 1920 x 1080 Monitor",4.3,,"23""",1920 x 1080,N/A,7 ms,IPS,16:9,https://www.amazon.com/s?k=ViewSonic+VX2370Smh-LED+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"LG IPS234V-PN 23.0"" 1920 x 1080 75 Hz Monitor",4.0,,"23""",1920 x 1080,75 Hz,14 ms,IPS,16:9,https://www.amazon.com/s?k=LG+IPS234V-PN+23.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP L2311c 23.0"" 1920 x 1080 60 Hz Monitor",,,"23""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=HP+L2311c+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG EB2742V-BN 27.0"" 1920 x 1080 75 Hz Monitor",5.0,,"27""",1920 x 1080,75 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=LG+EB2742V-BN+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo 3028LB2 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,7 ms,N/A,16:9,https://www.amazon.com/s?k=Lenovo+3028LB2+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"NEC EA224WMi-BK 22.0"" 1920 x 1080 Monitor",,$249.00,"22""",1920 x 1080,N/A,5 ms,IPS,16:9,https://www.amazon.com/s?k=NEC+EA224WMi-BK+22.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer M230A 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+M230A+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V193LAJOb 19.0"" 1280 x 1024 75 Hz Monitor",,,"19""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Acer+V193LAJOb+19.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V193LAJObd 19.0"" 1280 x 1024 75 Hz Monitor",,,"19""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Acer+V193LAJObd+19.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V193LAJObm 19.0"" 1280 x 1024 75 Hz Monitor",,,"19""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Acer+V193LAJObm+19.0%22+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V223WL 22.0"" 1680 x 1050 Monitor",,,"22""",1680 x 1050,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Acer+V223WL+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"Acer S271HLCbid 27.0"" 1920 x 1080 60 Hz Monitor",5.0,,"27""",1920 x 1080,60 Hz,6 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+S271HLCbid+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer S275HL 27.0"" 1920 x 1080 60 Hz Monitor",5.0,,"27""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+S275HL+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V233HLBJObd 23.0"" 1920 x 1080 60 Hz Monitor",,,"23""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V233HLBJObd+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer S181HLMb 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+S181HLMb+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"Asus VE198TL 19.0"" 1440 x 900 Monitor",,,"19""",1440 x 900,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Asus+VE198TL+19.0%22+1440+x+900+Monitor&tag=bgfg-pc-builder-us-20
"Asus VG27AH 27.0"" 1920 x 1080 Monitor",5.0,,"27""",1920 x 1080,N/A,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+VG27AH+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"BenQ VW2430H 24.0"" 1920 x 1080 Monitor",5.0,,"24""",1920 x 1080,N/A,4 ms,N/A,16:9,https://www.amazon.com/s?k=BenQ+VW2430H+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Dell S2330MX 23.0"" 1920 x 1080 60 Hz Monitor",4.3,,"23""",1920 x 1080,60 Hz,2 ms,N/A,16:9,https://www.amazon.com/s?k=Dell+S2330MX+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Hannspree HL196DBB 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=Hannspree+HL196DBB+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VA2703 27.0"" 1920 x 1080 Monitor",,,"27""",1920 x 1080,N/A,3 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VA2703+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic V3D231 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+V3D231+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V203HL BJbmd 20.0"" 1600 x 900 60 Hz Monitor",,,"20""",1600 x 900,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V203HL+BJbmd+20.0%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC e2352Phz 23.0"" 1920 x 1080 60 Hz Monitor",,,"23""",1920 x 1080,60 Hz,5 ms,N/A,16:9,https://www.amazon.com/s?k=AOC+e2352Phz+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer HR274Hbmii 27.0"" 1920 x 1080 60 Hz Monitor",,,"27""",1920 x 1080,60 Hz,2 ms,TN,16:9,https://www.amazon.com/s?k=Acer+HR274Hbmii+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V243HQAJbmd 23.6"" 1920 x 1080 60 Hz Monitor",3.0,,"23.6""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V243HQAJbmd+23.6%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V213HLBJbd 21.5"" 1920 x 1080 60 Hz Monitor",5.0,,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V213HLBJbd+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer B233HL Jbmdh 23.0"" 1920 x 1080 60 Hz Monitor",3.0,,"23""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+B233HL+Jbmdh+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V203HLBJbd 20.0"" 1600 x 900 60 Hz Monitor",,,"20""",1600 x 900,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V203HLBJbd+20.0%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V243HL DJbmd 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V243HL+DJbmd+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V213HLBJbmd 21.5"" 1920 x 1080 60 Hz Monitor",,,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V213HLBJbmd+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V273H bmidz 27.0"" 1920 x 1080 60 Hz Monitor",,,"27""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V273H+bmidz+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U3011 30.0"" 2560 x 1600 60 Hz Monitor",,,"30""",2560 x 1600,60 Hz,7 ms,IPS,16:10,https://www.amazon.com/s?k=Dell+U3011+30.0%22+2560+x+1600+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ GW2450HM 24.0"" 1920 x 1080 Monitor",5.0,,"24""",1920 x 1080,N/A,4 ms,N/A,16:9,https://www.amazon.com/s?k=BenQ+GW2450HM+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S24A450BW-1 24.0"" 1920 x 1200 Monitor",,,"24""",1920 x 1200,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Samsung+S24A450BW-1+24.0%22+1920+x+1200+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S22A650S 21.5"" 1920 x 1080 60 Hz Monitor",,,"21.5""",1920 x 1080,60 Hz,8 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S22A650S+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
